Locus_id	Unique_rowname
DN116922|c3_g3	NGAP_HUMAN DN116922|c3_g3
DN116923|c1_g1	NTRK3_PANTR DN116923|c1_g1
DN116923|c1_g2	NTRK3_MOUSE DN116923|c1_g2
DN116923|c1_g3	NTRK3_CHICK DN116923|c1_g3
DN116923|c1_g4	NTRK3_HUMAN DN116923|c1_g4
DN116925|c8_g1	DN116925|c8_g1
DN116925|c9_g3	ZNHI3_PANTR DN116925|c9_g3
DN116926|c4_g1	PRAF3_MOUSE DN116926|c4_g1
DN116927|c0_g1	PAIP2_RAT DN116927|c0_g1
DN116928|c0_g1	DN116928|c0_g1
DN116928|c8_g2	UBP25_MOUSE DN116928|c8_g2
DN116929|c0_g1	VMA5A_MOUSE DN116929|c0_g1
DN116929|c0_g4	VMA5A_MOUSE DN116929|c0_g4
DN116932|c3_g1	COPIA_DROME DN116932|c3_g1
DN116932|c4_g2	POLX_TOBAC DN116932|c4_g2
DN116935|c0_g1	CACB3_MOUSE DN116935|c0_g1
DN116935|c1_g3	AR6P4_DANRE DN116935|c1_g3
DN116935|c2_g2	DN116935|c2_g2
DN116935|c2_g3	TP4A2_RAT DN116935|c2_g3
DN116936|c0_g1	ARHG7_MOUSE DN116936|c0_g1
DN116937|c3_g1	DN116937|c3_g1
DN116937|c6_g2	DN116937|c6_g2
DN116937|c8_g1	DN116937|c8_g1
DN116937|c9_g2	DN116937|c9_g2
DN116938|c1_g2	I17EL_HUMAN DN116938|c1_g2
DN116939|c0_g1	DN116939|c0_g1
DN116939|c0_g2	AT1B2_HUMAN DN116939|c0_g2
DN116940|c2_g5	FEM1A_DANRE DN116940|c2_g5
DN116941|c0_g1	DMRTA_MOUSE DN116941|c0_g1
DN116941|c0_g3	DMRT2_HUMAN DN116941|c0_g3
DN116943|c2_g1	ZBED1_HUMAN DN116943|c2_g1
DN116943|c2_g2	TPRGL_MOUSE DN116943|c2_g2
DN116944|c2_g12	DN116944|c2_g12
DN116944|c2_g7	DN116944|c2_g7
DN116945|c7_g1	ZAN_HUMAN DN116945|c7_g1
DN116947|c0_g1	DN116947|c0_g1
DN116947|c0_g3	DN116947|c0_g3
DN116949|c1_g1	ZNF22_PONAB DN116949|c1_g1
DN116950|c5_g2	MPCP_RAT DN116950|c5_g2
DN116950|c5_g3	DN116950|c5_g3
DN116951|c0_g1	DHX30_CHICK DN116951|c0_g1
DN116951|c0_g2	DN116951|c0_g2
DN116952|c0_g1	MYO10_MOUSE DN116952|c0_g1
DN116953|c2_g1	DN116953|c2_g1
DN116953|c5_g2	DN116953|c5_g2
DN116954|c0_g1	DN116954|c0_g1
DN116955|c3_g2	COPB_DANRE DN116955|c3_g2
DN116955|c3_g3	RCOR3_HUMAN DN116955|c3_g3
DN116956|c1_g1	DN116956|c1_g1
DN116956|c2_g1	NMNA3_MOUSE DN116956|c2_g1
DN116959|c6_g1	CYLD_MOUSE DN116959|c6_g1
DN116960|c5_g2	DN116960|c5_g2
DN116960|c5_g3	CXAR_PONAB DN116960|c5_g3
DN116961|c0_g1	XPC_HUMAN DN116961|c0_g1
DN116961|c0_g2	XPC_HUMAN DN116961|c0_g2
DN116961|c1_g1	ZN711_DANRE DN116961|c1_g1
DN116962|c0_g1	DN116962|c0_g1
DN116962|c1_g1	TEAD3_CHICK DN116962|c1_g1
DN116965|c0_g1	PACS2_HUMAN DN116965|c0_g1
DN116968|c0_g1	3HIDH_HUMAN DN116968|c0_g1
DN116968|c0_g2	3HIDH_MOUSE DN116968|c0_g2
DN116969|c1_g1	ACBD4_PONAB DN116969|c1_g1
DN116969|c1_g2	ACBD5_HUMAN DN116969|c1_g2
DN116970|c0_g1	XRCC6_CHICK DN116970|c0_g1
DN116970|c1_g1	TAB2_DANRE DN116970|c1_g1
DN116972|c0_g1	MNT_XENLA DN116972|c0_g1
DN116973|c0_g1	LRP1_CHICK DN116973|c0_g1
DN116976|c2_g1	BEST3_HUMAN DN116976|c2_g1
DN116976|c2_g2	DN116976|c2_g2
DN116977|c5_g3	THTPA_BOVIN DN116977|c5_g3
DN116978|c0_g1	DN116978|c0_g1
DN116979|c0_g1	EMC8_BOVIN DN116979|c0_g1
DN116980|c0_g4	MYO7A_MOUSE DN116980|c0_g4
DN116980|c0_g6	MYO7A_MOUSE DN116980|c0_g6
DN116981|c1_g2	RTBS_DROME DN116981|c1_g2
DN116982|c4_g1	OFUT2_PANTR DN116982|c4_g1
DN116983|c3_g1	ALP1_ARATH DN116983|c3_g1
DN116984|c2_g1	ZO19_XENLA DN116984|c2_g1
DN116984|c2_g3	ZFP37_MOUSE DN116984|c2_g3
DN116984|c2_g5	DN116984|c2_g5
DN116984|c2_g6	ZBT24_HUMAN DN116984|c2_g6
DN116985|c0_g2	SPDEF_MOUSE DN116985|c0_g2
DN116987|c1_g7	PB6LB_SALSA DN116987|c1_g7
DN116988|c1_g8	DN116988|c1_g8
DN116989|c0_g2	DN116989|c0_g2
DN116989|c1_g2	CNTD1_MOUSE DN116989|c1_g2
DN116990|c5_g1	DN116990|c5_g1
DN116991|c3_g2	CIA2A_MOUSE DN116991|c3_g2
DN116991|c3_g3	DN116991|c3_g3
DN116991|c4_g2	BRWD3_MOUSE DN116991|c4_g2
DN116991|c4_g5	HSPB6_RAT DN116991|c4_g5
DN116993|c0_g1	BAX_MOUSE DN116993|c0_g1
DN116996|c4_g1	VPS41_HUMAN DN116996|c4_g1
DN116996|c5_g1	IRF4_HUMAN DN116996|c5_g1
DN116997|c1_g4	HMGB2_HUMAN DN116997|c1_g4
DN116998|c1_g1	OTU1_DANRE DN116998|c1_g1
DN116999|c1_g3	DN116999|c1_g3
DN116999|c1_g5	DN116999|c1_g5
DN116999|c1_g8	DN116999|c1_g8
DN117000|c1_g1	2ABA_RABIT DN117000|c1_g1
DN117000|c1_g2	2ABA_RABIT DN117000|c1_g2
DN117000|c1_g5	DPO3_CLOTE DN117000|c1_g5
DN117001|c0_g1	TNIP1_HUMAN DN117001|c0_g1
DN117002|c0_g1	PTPRO_MOUSE DN117002|c0_g1
DN117002|c0_g2	DN117002|c0_g2
DN117003|c4_g4	TC1A_CAEEL DN117003|c4_g4
DN117003|c4_g5	TC3A_CAEEL DN117003|c4_g5
DN117004|c0_g1	RM44_MOUSE DN117004|c0_g1
DN117006|c4_g3	DN117006|c4_g3
DN117007|c0_g1	LECG_THANI DN117007|c0_g1
DN117008|c0_g1	GDE_HUMAN DN117008|c0_g1
DN117009|c0_g1	GLYL3_HUMAN DN117009|c0_g1
DN11701|c0_g1	2AAA_DICDI DN11701|c0_g1
DN117010|c1_g1	TGT_DANRE DN117010|c1_g1
DN117010|c2_g1	DN117010|c2_g1
DN117011|c0_g1	RHEB_MOUSE DN117011|c0_g1
DN117011|c0_g4	DN117011|c0_g4
DN117012|c3_g2	ES8L1_HUMAN DN117012|c3_g2
DN117012|c3_g3	NPNT_MOUSE DN117012|c3_g3
DN117013|c6_g2	FIBIN_DANRE DN117013|c6_g2
DN117014|c4_g1	DN117014|c4_g1
DN117014|c8_g1	TCB1_CAEBR DN117014|c8_g1
DN117015|c8_g1	LYG_EPICO DN117015|c8_g1
DN117017|c1_g1	POL_SFV3L DN117017|c1_g1
DN117017|c2_g1	MYL4_HUMAN DN117017|c2_g1
DN117017|c2_g2	NDNF_HUMAN DN117017|c2_g2
DN117018|c3_g1	TSN12_CHICK DN117018|c3_g1
DN117019|c1_g1	NDUV2_BOVIN DN117019|c1_g1
DN117019|c1_g3	NDUV2_BOVIN DN117019|c1_g3
DN117021|c1_g1	DN117021|c1_g1
DN117021|c1_g7	DN117021|c1_g7
DN117022|c0_g1	PF2R_BOVIN DN117022|c0_g1
DN117023|c0_g1	FBLN7_HUMAN DN117023|c0_g1
DN117024|c1_g1	RPA2_HUMAN DN117024|c1_g1
DN117025|c5_g1	UGDH_HUMAN DN117025|c5_g1
DN117025|c6_g1	LIAS_DANRE DN117025|c6_g1
DN117027|c0_g1	DN117027|c0_g1
DN117028|c0_g1	RM17_HUMAN DN117028|c0_g1
DN117029|c0_g1	DN117029|c0_g1
DN11703|c1_g1	HEMH_RALPJ DN11703|c1_g1
DN117031|c0_g1	K1C18_SCYST DN117031|c0_g1
DN117031|c0_g2	K1C18_SCYST DN117031|c0_g2
DN117033|c4_g1	MED8_DANRE DN117033|c4_g1
DN117034|c1_g2	MOC2B_TAEGU DN117034|c1_g2
DN117034|c1_g5	DN117034|c1_g5
DN117035|c1_g1	CC020_HUMAN DN117035|c1_g1
DN117036|c3_g1	DERL2_PONAB DN117036|c3_g1
DN117038|c0_g1	PAPD1_MOUSE DN117038|c0_g1
DN11704|c0_g1	SRRT_DROER DN11704|c0_g1
DN117040|c0_g1	LOL2A_DANRE DN117040|c0_g1
DN117041|c0_g1	VEGFC_HUMAN DN117041|c0_g1
DN117042|c10_g1	GIMA4_HUMAN DN117042|c10_g1
DN117044|c1_g1	UBC2_CAEEL DN117044|c1_g1
DN117044|c1_g2	MCUR1_MOUSE DN117044|c1_g2
DN117045|c0_g1	DN117045|c0_g1
DN117046|c2_g1	ARI5A_BOVIN DN117046|c2_g1
DN117046|c2_g2	ARI5A_MOUSE DN117046|c2_g2
DN117046|c3_g1	CLMP_HUMAN DN117046|c3_g1
DN117048|c1_g1	NF2L2_BOVIN DN117048|c1_g1
DN117049|c0_g1	NAL12_MOUSE DN117049|c0_g1
DN117050|c1_g1	SPNS2_DANRE DN117050|c1_g1
DN117051|c0_g1	DN117051|c0_g1
DN117052|c2_g1	DN117052|c2_g1
DN117053|c0_g1	DN117053|c0_g1
DN117053|c3_g2	CO7A1_MOUSE DN117053|c3_g2
DN117053|c3_g6	DN117053|c3_g6
DN117054|c11_g4	DN117054|c11_g4
DN117054|c2_g1	GP149_RAT DN117054|c2_g1
DN117055|c0_g2	LLPH_DANRE DN117055|c0_g2
DN117056|c0_g1	S6A18_MOUSE DN117056|c0_g1
DN117056|c2_g1	RNG2A_XENLA DN117056|c2_g1
DN117057|c0_g1	KMT5B_HUMAN DN117057|c0_g1
DN117057|c1_g1	RGS3_HUMAN DN117057|c1_g1
DN117058|c1_g1	DN117058|c1_g1
DN117060|c0_g1	RED1_MOUSE DN117060|c0_g1
DN117061|c0_g1	CDKL1_DANRE DN117061|c0_g1
DN117061|c0_g2	ATP5S_BOVIN DN117061|c0_g2
DN117065|c0_g1	DN117065|c0_g1
DN117066|c0_g1	CT027_TAEGU DN117066|c0_g1
DN117067|c1_g1	CNIH1_PONAB DN117067|c1_g1
DN117069|c2_g1	DN117069|c2_g1
DN117070|c1_g1	DN117070|c1_g1
DN117072|c7_g4	DN117072|c7_g4
DN117073|c4_g3	UBE2H_MOUSE DN117073|c4_g3
DN117074|c2_g1	DN117074|c2_g1
DN117074|c4_g2	LAYN_CRIGR DN117074|c4_g2
DN117076|c2_g1	MOG_MACFA DN117076|c2_g1
DN117077|c1_g4	RTBS_DROME DN117077|c1_g4
DN117077|c1_g8	DN117077|c1_g8
DN117080|c4_g1	GUC2C_PIG DN117080|c4_g1
DN117081|c0_g1	DN117081|c0_g1
DN117081|c0_g2	DN117081|c0_g2
DN117081|c0_g3	DN117081|c0_g3
DN117082|c0_g1	CA198_DANRE DN117082|c0_g1
DN117084|c0_g1	GNPI2_BOVIN DN117084|c0_g1
DN117085|c0_g1	DN117085|c0_g1
DN117086|c2_g3	STK35_HUMAN DN117086|c2_g3
DN117087|c1_g1	DN117087|c1_g1
DN117087|c2_g4	DN117087|c2_g4
DN117088|c0_g1	SYMC_XENLA DN117088|c0_g1
DN117090|c5_g2	DHR13_BOVIN DN117090|c5_g2
DN117091|c2_g1	DN117091|c2_g1
DN117092|c4_g1	G2E3_HUMAN DN117092|c4_g1
DN117093|c3_g1	DN117093|c3_g1
DN117094|c0_g2	DN117094|c0_g2
DN117094|c1_g1	POL4_DROME DN117094|c1_g1
DN117094|c1_g5	CC50A_CHICK DN117094|c1_g5
DN117096|c2_g1	DN117096|c2_g1
DN117096|c3_g2	POL4_DROME DN117096|c3_g2
DN117097|c1_g1	DN117097|c1_g1
DN117098|c2_g1	DN117098|c2_g1
DN117100|c1_g1	HV366_HUMAN DN117100|c1_g1
DN117101|c0_g2	LRAT2_HUMAN DN117101|c0_g2
DN117102|c0_g1	T22D1_CHICK DN117102|c0_g1
DN117102|c0_g2	T22D3_RAT DN117102|c0_g2
DN117103|c1_g1	AMDA_XENLA DN117103|c1_g1
DN117104|c4_g11	DN117104|c4_g11
DN117105|c1_g1	GIMA4_MOUSE DN117105|c1_g1
DN117105|c3_g1	IAN8_ARATH DN117105|c3_g1
DN117105|c3_g2	GIMA1_HUMAN DN117105|c3_g2
DN117105|c3_g3	UCP2_MOUSE DN117105|c3_g3
DN117107|c0_g2	PLAG1_CHICK DN117107|c0_g2
DN117107|c0_g4	SYNE2_HUMAN DN117107|c0_g4
DN117108|c1_g1	TF29_SCHPO DN117108|c1_g1
DN117109|c1_g1	RBM12_PONAB DN117109|c1_g1
DN117109|c1_g6	DN117109|c1_g6
DN117110|c0_g1	CELR2_HUMAN DN117110|c0_g1
DN117111|c0_g1	MTMR3_HUMAN DN117111|c0_g1
DN117111|c0_g2	EPN1_MOUSE DN117111|c0_g2
DN117112|c2_g4	GIMA8_HUMAN DN117112|c2_g4
DN117113|c4_g2	DN117113|c4_g2
DN117114|c0_g1	GVIN1_HUMAN DN117114|c0_g1
DN117115|c0_g2	DN117115|c0_g2
DN117117|c0_g1	LORF2_HUMAN DN117117|c0_g1
DN117117|c0_g2	LIN1_NYCCO DN117117|c0_g2
DN117118|c1_g1	IKBE_HUMAN DN117118|c1_g1
DN117118|c1_g2	DN117118|c1_g2
DN117119|c1_g3	TUSC3_MOUSE DN117119|c1_g3
DN117119|c2_g1	MBN2A_TAKRU DN117119|c2_g1
DN117120|c3_g2	UBXN4_CAEEL DN117120|c3_g2
DN117121|c0_g1	POSTN_HUMAN DN117121|c0_g1
DN117122|c1_g2	ZD16A_DANRE DN117122|c1_g2
DN117123|c0_g1	AMPD3_MOUSE DN117123|c0_g1
DN117123|c0_g2	AMPD1_HUMAN DN117123|c0_g2
DN117123|c0_g3	AMPD3_MOUSE DN117123|c0_g3
DN117124|c4_g7	DN117124|c4_g7
DN117125|c4_g1	TSH2_HUMAN DN117125|c4_g1
DN117126|c2_g7	SSRP1_HUMAN DN117126|c2_g7
DN117127|c1_g1	DPH5_MOUSE DN117127|c1_g1
DN117129|c1_g1	DN117129|c1_g1
DN117129|c2_g1	SC61G_MOUSE DN117129|c2_g1
DN117129|c3_g1	TM168_HUMAN DN117129|c3_g1
DN117129|c3_g2	TM168_PONAB DN117129|c3_g2
DN117129|c3_g3	T168A_DANRE DN117129|c3_g3
DN117130|c0_g1	DN117130|c0_g1
DN117131|c1_g1	DN117131|c1_g1
DN117131|c1_g3	TNP2_ECOLX DN117131|c1_g3
DN117132|c0_g1	HHLA2_HUMAN DN117132|c0_g1
DN117132|c0_g2	VTCN1_HUMAN DN117132|c0_g2
DN117134|c0_g1	CAD13_CHICK DN117134|c0_g1
DN117135|c0_g2	DN117135|c0_g2
DN117135|c1_g1	DN117135|c1_g1
DN117136|c2_g1	COSA1_HUMAN DN117136|c2_g1
DN117138|c0_g1	TRI16_PONAB DN117138|c0_g1
DN117138|c0_g2	STXA_SYNHO DN117138|c0_g2
DN117138|c0_g3	TRI16_MOUSE DN117138|c0_g3
DN117139|c3_g1	ATG7_HUMAN DN117139|c3_g1
DN117140|c2_g1	GPX4_BOVIN DN117140|c2_g1
DN117141|c7_g1	DN117141|c7_g1
DN117142|c0_g2	MACD1_RAT DN117142|c0_g2
DN117142|c0_g3	DN117142|c0_g3
DN117145|c0_g1	ROBO1_MOUSE DN117145|c0_g1
DN117147|c1_g1	PP6R2_HUMAN DN117147|c1_g1
DN117147|c1_g2	DN117147|c1_g2
DN117148|c3_g1	DN117148|c3_g1
DN117149|c3_g1	S66A2_BOVIN DN117149|c3_g1
DN117150|c0_g1	FH13_ARATH DN117150|c0_g1
DN117151|c3_g5	ODP2_HUMAN DN117151|c3_g5
DN117152|c2_g1	ILEU_HORSE DN117152|c2_g1
DN117153|c2_g3	GT2D2_BOVIN DN117153|c2_g3
DN117154|c2_g1	TIM50_DANRE DN117154|c2_g1
DN117154|c2_g2	DN117154|c2_g2
DN117155|c0_g1	PX11C_HUMAN DN117155|c0_g1
DN117156|c0_g1	DN117156|c0_g1
DN117156|c0_g4	DN117156|c0_g4
DN117157|c3_g4	ZSCA2_PONAB DN117157|c3_g4
DN117159|c0_g1	SLIP_HUMAN DN117159|c0_g1
DN117159|c0_g2	SLIP_MOUSE DN117159|c0_g2
DN117160|c2_g6	DN117160|c2_g6
DN117161|c1_g2	DN117161|c1_g2
DN117163|c0_g1	ZN182_MOUSE DN117163|c0_g1
DN117163|c0_g3	DN117163|c0_g3
DN117163|c0_g4	ZO22_XENLA DN117163|c0_g4
DN117164|c7_g5	LORF2_HUMAN DN117164|c7_g5
DN117165|c1_g3	DN117165|c1_g3
DN117165|c2_g1	ARHG9_BOVIN DN117165|c2_g1
DN117166|c8_g1	HNRPC_XENLA DN117166|c8_g1
DN117166|c9_g1	EI2BE_RABIT DN117166|c9_g1
DN117168|c3_g1	IER5L_DANRE DN117168|c3_g1
DN117169|c0_g1	RUS1_HUMAN DN117169|c0_g1
DN117170|c11_g3	SAT2_HUMAN DN117170|c11_g3
DN117171|c3_g2	PMGT2_TAKRU DN117171|c3_g2
DN117173|c2_g1	DN117173|c2_g1
DN117174|c6_g1	ZG57_XENLA DN117174|c6_g1
DN117175|c0_g1	HEG_DANRE DN117175|c0_g1
DN117176|c0_g1	ZPI_MOUSE DN117176|c0_g1
DN117177|c0_g1	ALS2_RAT DN117177|c0_g1
DN117181|c3_g1	UCK2A_DANRE DN117181|c3_g1
DN117182|c2_g1	SNP23_HUMAN DN117182|c2_g1
DN117182|c4_g1	FBX38_MOUSE DN117182|c4_g1
DN117184|c4_g1	STXB_SYNHO DN117184|c4_g1
DN117185|c0_g1	TLE3B_DANRE DN117185|c0_g1
DN117185|c0_g3	TLE3A_DANRE DN117185|c0_g3
DN117186|c1_g1	DN117186|c1_g1
DN117187|c0_g1	DN117187|c0_g1
DN117189|c0_g1	AGRL2_HUMAN DN117189|c0_g1
DN117189|c0_g2	AGRL1_MOUSE DN117189|c0_g2
DN117192|c5_g2	DN117192|c5_g2
DN117193|c1_g1	RGS11_MOUSE DN117193|c1_g1
DN117193|c1_g2	RGS11_MOUSE DN117193|c1_g2
DN117194|c3_g2	ERAP1_HUMAN DN117194|c3_g2
DN117195|c2_g2	F168B_XENTR DN117195|c2_g2
DN117195|c3_g1	RFOX3_HUMAN DN117195|c3_g1
DN117196|c4_g1	ARTN_RAT DN117196|c4_g1
DN117196|c4_g3	CNO6L_DANRE DN117196|c4_g3
DN117197|c0_g4	ZBED1_HUMAN DN117197|c0_g4
DN117198|c2_g1	DN117198|c2_g1
DN117199|c5_g2	DN117199|c5_g2
DN117199|c5_g3	POL_FENV1 DN117199|c5_g3
DN117199|c5_g5	POL_AVIRE DN117199|c5_g5
DN117199|c5_g6	POL_BAEVM DN117199|c5_g6
DN117201|c6_g3	LIN1_NYCCO DN117201|c6_g3
DN117202|c2_g1	DN117202|c2_g1
DN117204|c0_g1	MGP_ARGRE DN117204|c0_g1
DN117205|c0_g2	DN117205|c0_g2
DN117205|c0_g4	ITB3_HUMAN DN117205|c0_g4
DN117206|c8_g3	ZBED1_HUMAN DN117206|c8_g3
DN117209|c0_g1	PMEL_CHICK DN117209|c0_g1
DN117210|c8_g1	HARB1_RAT DN117210|c8_g1
DN117210|c8_g2	HARB1_DANRE DN117210|c8_g2
DN117212|c11_g1	PKHL1_MOUSE DN117212|c11_g1
DN117213|c3_g1	DN117213|c3_g1
DN117215|c0_g1	DN117215|c0_g1
DN117217|c0_g1	HDAC4_CHICK DN117217|c0_g1
DN117218|c1_g11	DN117218|c1_g11
DN117218|c1_g12	DN117218|c1_g12
DN117222|c0_g3	TSN7_HUMAN DN117222|c0_g3
DN117223|c0_g4	DN117223|c0_g4
DN117223|c0_g5	ABHEB_RAT DN117223|c0_g5
DN117224|c2_g2	DN117224|c2_g2
DN117225|c0_g1	ENTP5_RAT DN117225|c0_g1
DN117226|c0_g1	GRHL3_XENTR DN117226|c0_g1
DN117228|c10_g6	PLCX3_DANRE DN117228|c10_g6
DN117228|c9_g1	MGST3_HUMAN DN117228|c9_g1
DN117229|c1_g1	PK3CA_BOVIN DN117229|c1_g1
DN117229|c1_g2	PK3CA_HUMAN DN117229|c1_g2
DN117229|c2_g1	FOXP4_XENLA DN117229|c2_g1
DN117229|c2_g2	DN117229|c2_g2
DN117230|c0_g1	SUMO2_RAT DN117230|c0_g1
DN117232|c4_g2	DN117232|c4_g2
DN117233|c2_g1	RBBP5_HUMAN DN117233|c2_g1
DN117233|c2_g3	DN117233|c2_g3
DN117234|c0_g1	TC1A_CAEEL DN117234|c0_g1
DN117235|c1_g1	DN117235|c1_g1
DN117236|c0_g1	YMD2_CAEEL DN117236|c0_g1
DN117237|c2_g3	LYSM1_MOUSE DN117237|c2_g3
DN117240|c7_g3	DN117240|c7_g3
DN117242|c1_g2	4EBP2_HUMAN DN117242|c1_g2
DN117243|c3_g1	DN117243|c3_g1
DN117244|c0_g1	CNDH2_DANRE DN117244|c0_g1
DN117244|c0_g3	SCO2_DANRE DN117244|c0_g3
DN117246|c3_g2	DN117246|c3_g2
DN117247|c3_g1	CXAR_MOUSE DN117247|c3_g1
DN117247|c3_g4	BT2A2_HUMAN DN117247|c3_g4
DN117248|c0_g2	C1QC_RAT DN117248|c0_g2
DN117249|c0_g1	ARI1B_MOUSE DN117249|c0_g1
DN117251|c0_g2	SIA8F_HUMAN DN117251|c0_g2
DN117252|c10_g2	HSPB7_HUMAN DN117252|c10_g2
DN117253|c0_g1	DN117253|c0_g1
DN117253|c0_g2	DN117253|c0_g2
DN117253|c1_g1	DN117253|c1_g1
DN117253|c1_g5	DN117253|c1_g5
DN117253|c1_g7	DN117253|c1_g7
DN117254|c2_g1	DN117254|c2_g1
DN117254|c2_g2	ZNT5_DANRE DN117254|c2_g2
DN117254|c3_g2	ENTK_HUMAN DN117254|c3_g2
DN117255|c2_g1	TYRO_ORYLA DN117255|c2_g1
DN117256|c0_g1	KALRN_MOUSE DN117256|c0_g1
DN117257|c0_g1	IF4G2_MOUSE DN117257|c0_g1
DN117258|c0_g1	CCG1_RABIT DN117258|c0_g1
DN117258|c1_g2	ABRAL_SALSA DN117258|c1_g2
DN117259|c0_g1	MYO10_MOUSE DN117259|c0_g1
DN117260|c1_g1	DN117260|c1_g1
DN117263|c3_g1	MYS_ARGIR DN117263|c3_g1
DN117264|c4_g2	DN117264|c4_g2
DN117264|c6_g1	ADCY8_HUMAN DN117264|c6_g1
DN117264|c8_g1	RNF43_HUMAN DN117264|c8_g1
DN117265|c0_g1	ANKMT_MOUSE DN117265|c0_g1
DN117266|c4_g4	DN117266|c4_g4
DN117267|c0_g1	YMEL1_MOUSE DN117267|c0_g1
DN117268|c9_g6	P2RX2_HUMAN DN117268|c9_g6
DN117270|c2_g1	Z385A_HUMAN DN117270|c2_g1
DN117270|c2_g2	AB17A_HUMAN DN117270|c2_g2
DN117270|c2_g3	ZFHX4_CHICK DN117270|c2_g3
DN117270|c2_g4	ZFHX4_CHICK DN117270|c2_g4
DN117270|c2_g5	TMED1_XENTR DN117270|c2_g5
DN117271|c4_g2	BOKA_DANRE DN117271|c4_g2
DN117271|c5_g1	DN117271|c5_g1
DN117273|c0_g1	MTG16_CHICK DN117273|c0_g1
DN117273|c0_g2	DN117273|c0_g2
DN117273|c0_g5	MTG8_HUMAN DN117273|c0_g5
DN117274|c1_g1	TC1A_CAEEL DN117274|c1_g1
DN117274|c2_g1	PLM_PIG DN117274|c2_g1
DN117276|c2_g2	ZMYM1_HUMAN DN117276|c2_g2
DN117277|c1_g1	MT12B_DANRE DN117277|c1_g1
DN117278|c2_g1	CNNM4_HUMAN DN117278|c2_g1
DN117278|c2_g5	CNNM2_HUMAN DN117278|c2_g5
DN117279|c1_g1	SNF5_DANRE DN117279|c1_g1
DN117280|c0_g1	PTSS1_BOVIN DN117280|c0_g1
DN117281|c3_g1	DN117281|c3_g1
DN117281|c9_g1	ITPK1_CHICK DN117281|c9_g1
DN117282|c4_g1	GLGB_MOUSE DN117282|c4_g1
DN117283|c2_g1	TCB1_CAEBR DN117283|c2_g1
DN117284|c3_g1	GIMD1_RAT DN117284|c3_g1
DN117284|c4_g1	AB17A_BOVIN DN117284|c4_g1
DN117285|c2_g1	PKP1_MOUSE DN117285|c2_g1
DN117286|c0_g1	FBX11_MOUSE DN117286|c0_g1
DN117287|c2_g1	TRIP4_HUMAN DN117287|c2_g1
DN117287|c3_g1	PDPFB_DANRE DN117287|c3_g1
DN117289|c1_g1	TRBP2_TETNG DN117289|c1_g1
DN117291|c0_g1	CLD4_BOVIN DN117291|c0_g1
DN117292|c0_g1	DN117292|c0_g1
DN117292|c2_g1	BMI1_MOUSE DN117292|c2_g1
DN117293|c7_g2	CLCA_BOVIN DN117293|c7_g2
DN117295|c2_g1	SMN1_DANRE DN117295|c2_g1
DN117296|c3_g4	SLIP_HUMAN DN117296|c3_g4
DN117299|c1_g1	BRD1_HUMAN DN117299|c1_g1
DN117299|c2_g1	POGZ_MOUSE DN117299|c2_g1
DN117299|c2_g2	WHRN_HUMAN DN117299|c2_g2
DN117299|c2_g3	DN117299|c2_g3
DN117300|c4_g2	HCDH_HUMAN DN117300|c4_g2
DN117302|c0_g6	DN117302|c0_g6
DN117303|c0_g1	RAB26_HUMAN DN117303|c0_g1
DN117305|c2_g2	SGTB_HUMAN DN117305|c2_g2
DN117306|c4_g1	NAMPT_RAT DN117306|c4_g1
DN117307|c7_g1	DN117307|c7_g1
DN117308|c0_g1	ZN569_MOUSE DN117308|c0_g1
DN117308|c0_g2	ZFP26_MOUSE DN117308|c0_g2
DN117309|c0_g1	RFX7_HUMAN DN117309|c0_g1
DN117310|c4_g1	RIPL2_DANRE DN117310|c4_g1
DN117310|c5_g2	DKK3_CHICK DN117310|c5_g2
DN117311|c5_g1	TM244_HUMAN DN117311|c5_g1
DN117311|c8_g1	EPHA7_HUMAN DN117311|c8_g1
DN117312|c0_g1	WASL_RAT DN117312|c0_g1
DN117312|c0_g5	DN117312|c0_g5
DN117313|c0_g1	AAA1_RAT DN117313|c0_g1
DN117314|c1_g3	CDK17_MOUSE DN117314|c1_g3
DN117315|c0_g2	DN117315|c0_g2
DN117316|c0_g1	DN117316|c0_g1
DN117317|c0_g2	DEP1B_CHICK DN117317|c0_g2
DN117317|c1_g1	SSH3_RAT DN117317|c1_g1
DN117318|c0_g1	TNR6B_HUMAN DN117318|c0_g1
DN117318|c1_g1	T22D1_CHICK DN117318|c1_g1
DN117319|c3_g1	DN117319|c3_g1
DN117319|c3_g2	PPARG_CANLF DN117319|c3_g2
DN117320|c4_g1	GPAM1_HUMAN DN117320|c4_g1
DN117321|c2_g1	SCRN2_DANRE DN117321|c2_g1
DN117322|c2_g1	DN117322|c2_g1
DN117322|c2_g2	DN117322|c2_g2
DN117322|c2_g3	DN117322|c2_g3
DN117322|c2_g5	CNNM4_HUMAN DN117322|c2_g5
DN117322|c2_g6	DN117322|c2_g6
DN117323|c3_g1	P3C2A_HUMAN DN117323|c3_g1
DN117323|c3_g3	P3C2A_HUMAN DN117323|c3_g3
DN117324|c1_g1	DN117324|c1_g1
DN117325|c1_g1	CAN2_MOUSE DN117325|c1_g1
DN117326|c6_g1	DN117326|c6_g1
DN117326|c6_g2	MPP9_HUMAN DN117326|c6_g2
DN117326|c6_g3	DN117326|c6_g3
DN117327|c1_g2	ADA10_BOVIN DN117327|c1_g2
