Gene ID	Organism	Score	E-Value	Curated GO Functions	Curated GO Processes	Curated GO Components	Computed GO Components	Computed GO Functions	Computed GO Processes	# TM Domains	SignalP Peptide	PFam ID	Interpro ID	PFam Description	Interpro Description	Genomic Sequence ID	Gene Name or Symbol	Ortholog Group	Ortholog count	Paralog count	EC numbers from OrthoMCL	EC numbers
ASPFODRAFT_137237	Aspergillus luchuensis CBS 106.47	154	4E-38	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878243	N/A	OG6_105688	1474	5	N/A	N/A
ASPFODRAFT_169650	Aspergillus luchuensis CBS 106.47	221	1E-61	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878247	N/A	OG6_105688	1474	5	N/A	N/A
ASPFODRAFT_200283	Aspergillus luchuensis CBS 106.47	143	3E-34	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878253	N/A	OG6_105688	1474	5	N/A	N/A
ASPFODRAFT_43445	Aspergillus luchuensis CBS 106.47	108	9E-23	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878238	N/A	OG6_105688	1474	5	N/A	N/A
ASPFODRAFT_50534	Aspergillus luchuensis CBS 106.47	157	4E-39	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF06609;PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878247	N/A	OG6_153020	278	1	N/A	N/A
ASPFODRAFT_77336	Aspergillus luchuensis CBS 106.47	449	6E-150	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	KV878236	N/A	OG6_105688	1474	5	N/A	N/A
ASPGLDRAFT_117082	Aspergillus glaucus CBS 516.65	182	2E-47	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	11	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	KV878889	N/A	OG6_105688	1467	12	N/A	N/A
ASPGLDRAFT_138172	Aspergillus glaucus CBS 516.65	449	2E-149	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878927	N/A	OG6_105688	1467	12	N/A	N/A
ASPGLDRAFT_141493	Aspergillus glaucus CBS 516.65	147	1E-35	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878889	N/A	OG6_105688	1467	12	N/A	N/A
ASPGLDRAFT_144549	Aspergillus glaucus CBS 516.65	120	1E-26	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878892	N/A	OG6_105688	1467	12	N/A	N/A
ASPGLDRAFT_155853	Aspergillus glaucus CBS 516.65	167	3E-42	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878907	N/A	OG6_105688	1467	12	N/A	N/A
ASPGLDRAFT_167086	Aspergillus glaucus CBS 516.65	129	1E-29	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	KV878892	N/A	OG6_153020	279	0	N/A	N/A
ASPGLDRAFT_168449	Aspergillus glaucus CBS 516.65	352	8E-112	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	KV878894	N/A	OG6_105688	1467	12	N/A	N/A
ASPGLDRAFT_32574	Aspergillus glaucus CBS 516.65	244	1E-70	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878890	N/A	OG6_105688	1467	12	N/A	N/A
ASPGLDRAFT_39607	Aspergillus glaucus CBS 516.65	219	1E-61	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878915	N/A	OG6_105688	1467	12	N/A	N/A
ASPGLDRAFT_55527	Aspergillus glaucus CBS 516.65	129	1E-29	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878891	N/A	OG6_105688	1467	12	N/A	N/A
ASPGLDRAFT_62443	Aspergillus glaucus CBS 516.65	169	4E-43	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878932	N/A	OG6_105688	1467	12	N/A	N/A
ASPGLDRAFT_69243	Aspergillus glaucus CBS 516.65	390	2E-127	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878909	N/A	OG6_105688	1467	12	N/A	N/A
ASPNIDRAFT2_1100729	Aspergillus niger ATCC 1015	152	3E-37	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	ACJE01000003.1	N/A	OG6_105688	1474	5	N/A	N/A
ASPNIDRAFT2_1103501	Aspergillus niger ATCC 1015	148	5E-36	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	ACJE01000006.1	N/A	OG6_105688	1474	5	N/A	N/A
ASPNIDRAFT2_1105147	Aspergillus niger ATCC 1015	175	2E-45	N/A	N/A	N/A	integral component of membrane	N/A	N/A	14	N/A	PF06609	IPR001411;IPR036259	N/A	Tetracycline resistance protein/drug resistance transporter;MFS transporter superfamily	ACJE01000009.1	N/A	OG6_153020	278	1	N/A	N/A
ASPNIDRAFT2_1146101	Aspergillus niger ATCC 1015	155	2E-38	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	ACJE01000015.1	N/A	OG6_153020	278	1	N/A	N/A
ASPNIDRAFT2_1149500	Aspergillus niger ATCC 1015	451	2E-150	N/A	N/A	N/A	integral component of membrane	N/A	N/A	13	N/A	N/A	IPR001411;IPR036259	N/A	Tetracycline resistance protein/drug resistance transporter;MFS transporter superfamily	ACJE01000004.1	N/A	OG6_105688	1474	5	N/A	N/A
ASPNIDRAFT2_1161993	Aspergillus niger ATCC 1015	223	2E-62	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	ACJE01000003.1	N/A	OG6_105688	1474	5	N/A	N/A
ASPNIDRAFT2_1165578	Aspergillus niger ATCC 1015	246	3E-71	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	ACJE01000010.1	N/A	OG6_105688	1474	5	N/A	N/A
ASPNIDRAFT2_1186388	Aspergillus niger ATCC 1015	110	4E-23	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	ACJE01000015.1	N/A	OG6_105688	1474	5	N/A	N/A
ASPSYDRAFT_150356	Aspergillus sydowii CBS 593.65	133	8E-31	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878585	N/A	OG6_105688	1469	10	N/A	N/A
ASPSYDRAFT_152363	Aspergillus sydowii CBS 593.65	153	8E-38	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	KV878586	N/A	OG6_153020	275	4	N/A	N/A
ASPSYDRAFT_153376	Aspergillus sydowii CBS 593.65	246	2E-71	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878587	N/A	OG6_105688	1469	10	N/A	N/A
ASPSYDRAFT_155242	Aspergillus sydowii CBS 593.65	139	8E-33	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878589	N/A	OG6_153020	275	4	N/A	N/A
ASPSYDRAFT_185359	Aspergillus sydowii CBS 593.65	183	5E-48	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	KV878594	N/A	OG6_105688	1469	10	N/A	N/A
ASPSYDRAFT_31814	Aspergillus sydowii CBS 593.65	142	1E-33	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878586	N/A	OG6_105688	1469	10	N/A	N/A
ASPSYDRAFT_31995	Aspergillus sydowii CBS 593.65	149	3E-36	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878587	N/A	OG6_153020	275	4	N/A	N/A
ASPSYDRAFT_35462	Aspergillus sydowii CBS 593.65	142	8E-34	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878594	N/A	OG6_153020	275	4	N/A	N/A
ASPSYDRAFT_48016	Aspergillus sydowii CBS 593.65	164	2E-41	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878590	N/A	OG6_153020	275	4	N/A	N/A
ASPSYDRAFT_54628	Aspergillus sydowii CBS 593.65	479	5E-162	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878582	N/A	OG6_105688	1469	10	N/A	N/A
ASPSYDRAFT_55202	Aspergillus sydowii CBS 593.65	174	7E-45	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	KV878583	N/A	OG6_105688	1469	10	N/A	N/A
ASPSYDRAFT_60824	Aspergillus sydowii CBS 593.65	447	1E-149	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878593	N/A	OG6_105688	1469	10	N/A	N/A
ASPSYDRAFT_60918	Aspergillus sydowii CBS 593.65	170	1E-43	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878593	N/A	OG6_105688	1469	10	N/A	N/A
ASPSYDRAFT_61172	Aspergillus sydowii CBS 593.65	193	6E-52	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	11	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878594	N/A	OG6_105688	1469	10	N/A	N/A
ASPSYDRAFT_69086	Aspergillus sydowii CBS 593.65	208	3E-57	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	10	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878587	N/A	OG6_105688	1469	10	N/A	N/A
ASPTUDRAFT_119872	Aspergillus tubingensis CBS 134.48	252	2E-73	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878198	N/A	OG6_105688	1473	6	N/A	N/A
ASPTUDRAFT_137258	Aspergillus tubingensis CBS 134.48	150	2E-36	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878182	N/A	OG6_105688	1473	6	N/A	N/A
ASPTUDRAFT_167685	Aspergillus tubingensis CBS 134.48	110	2E-23	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878198	N/A	OG6_105688	1473	6	N/A	N/A
ASPTUDRAFT_204434	Aspergillus tubingensis CBS 134.48	153	6E-37	N/A	N/A	N/A	integral component of membrane	ATP binding;protein kinase activity;transmembrane transporter activity	protein phosphorylation;transmembrane transport	13	N/A	PF00069;PF07690	IPR000719;IPR001411;IPR011009;IPR011701;IPR036259	Protein kinase domain;Major facilitator superfamily	Protein kinase domain;Tetracycline resistance protein/drug resistance transporter;Protein kinase-like domain superfamily;Major facilitator superfamily;MFS transporter superfamily	KV878207	N/A	OG6_105688	1473	6	N/A	N/A
ASPTUDRAFT_31904	Aspergillus tubingensis CBS 134.48	165	8E-42	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878205	N/A	OG6_153020	278	1	N/A	N/A
ASPTUDRAFT_40640	Aspergillus tubingensis CBS 134.48	125	4E-28	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878198	N/A	OG6_105688	1473	6	N/A	N/A
ASPTUDRAFT_49860	Aspergillus tubingensis CBS 134.48	166	5E-42	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF06609;PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878178	N/A	OG6_153020	278	1	N/A	N/A
ASPTUDRAFT_60677	Aspergillus tubingensis CBS 134.48	221	1E-61	N/A	N/A	N/A	integral component of membrane	N/A	N/A	11	N/A	N/A	IPR001411;IPR036259	N/A	Tetracycline resistance protein/drug resistance transporter;MFS transporter superfamily	KV878178	N/A	OG6_105688	1473	6	N/A	N/A
ASPTUDRAFT_64619	Aspergillus tubingensis CBS 134.48	439	7E-146	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878187	N/A	OG6_105688	1473	6	N/A	N/A
ASPVEDRAFT_130135	Aspergillus versicolor CBS 583.65	152	3E-37	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	KV878128	N/A	OG6_153020	275	4	N/A	N/A
ASPVEDRAFT_132877	Aspergillus versicolor CBS 583.65	141	2E-33	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878129	N/A	OG6_105688	1467	12	N/A	N/A
ASPVEDRAFT_136420	Aspergillus versicolor CBS 583.65	239	8E-69	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878131	N/A	OG6_105688	1467	12	N/A	N/A
ASPVEDRAFT_141372	Aspergillus versicolor CBS 583.65	162	1E-40	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878136	N/A	OG6_105688	1467	12	N/A	N/A
ASPVEDRAFT_141647	Aspergillus versicolor CBS 583.65	452	2E-151	N/A	N/A	N/A	integral component of membrane	N/A	N/A	13	N/A	PF06609	IPR001411;IPR036259	N/A	Tetracycline resistance protein/drug resistance transporter;MFS transporter superfamily	KV878136	N/A	OG6_105688	1467	12	N/A	N/A
ASPVEDRAFT_152837	Aspergillus versicolor CBS 583.65	207	5E-57	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	10	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878131	N/A	OG6_105688	1467	12	N/A	N/A
ASPVEDRAFT_167919	Aspergillus versicolor CBS 583.65	147	1E-35	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878128	N/A	OG6_105688	1467	12	N/A	N/A
ASPVEDRAFT_172748	Aspergillus versicolor CBS 583.65	154	4E-38	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878131	N/A	OG6_153020	275	4	N/A	N/A
ASPVEDRAFT_237306	Aspergillus versicolor CBS 583.65	172	2E-44	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878125	N/A	OG6_105688	1467	12	N/A	N/A
ASPVEDRAFT_370275	Aspergillus versicolor CBS 583.65	191	2E-51	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878137	N/A	OG6_105688	1467	12	N/A	N/A
ASPVEDRAFT_46655	Aspergillus versicolor CBS 583.65	166	6E-42	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	11	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878137	N/A	OG6_105688	1467	12	N/A	N/A
ASPVEDRAFT_50920	Aspergillus versicolor CBS 583.65	477	4E-161	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878126	N/A	OG6_105688	1467	12	N/A	N/A
ASPVEDRAFT_62918	Aspergillus versicolor CBS 583.65	147	2E-35	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878130	N/A	OG6_153020	275	4	N/A	N/A
ASPVEDRAFT_87307	Aspergillus versicolor CBS 583.65	170	1E-43	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878134	N/A	OG6_153020	275	4	N/A	N/A
ASPVEDRAFT_877606	Aspergillus versicolor CBS 583.65	193	1E-51	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878137	N/A	OG6_105688	1467	12	N/A	N/A
ASPVEDRAFT_97608	Aspergillus versicolor CBS 583.65	133	7E-31	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	KV878137	N/A	OG6_153020	275	4	N/A	N/A
ASPWEDRAFT_108520	Aspergillus wentii DTO 134E9	130	6E-30	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878211	N/A	OG6_105688	1471	8	N/A	N/A
ASPWEDRAFT_121259	Aspergillus wentii DTO 134E9	221	4E-62	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	11	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878217	N/A	OG6_105688	1471	8	N/A	N/A
ASPWEDRAFT_121479	Aspergillus wentii DTO 134E9	174	3E-45	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878217	N/A	OG6_105688	1471	8	N/A	N/A
ASPWEDRAFT_121652	Aspergillus wentii DTO 134E9	227	3E-64	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878218	N/A	OG6_105688	1471	8	N/A	N/A
ASPWEDRAFT_134616	Aspergillus wentii DTO 134E9	176	1E-45	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878212	N/A	OG6_105688	1471	8	N/A	N/A
ASPWEDRAFT_48371	Aspergillus wentii DTO 134E9	443	2E-147	N/A	N/A	N/A	integral component of membrane	N/A	N/A	14	N/A	PF06609	IPR001411;IPR036259	N/A	Tetracycline resistance protein/drug resistance transporter;MFS transporter superfamily	KV878209	N/A	OG6_105688	1471	8	N/A	N/A
ASPWEDRAFT_51976	Aspergillus wentii DTO 134E9	156	1E-38	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	KV878212	N/A	OG6_105688	1471	8	N/A	N/A
ASPZODRAFT_102915	Penicilliopsis zonata CBS 506.65	174	3E-45	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KV878351	N/A	OG6_105688	1473	6	N/A	N/A
